Category,Technology,Travel,Sports,Finance,Entertainment,World,Fashion,Health
dated,0,0,0,0,0,0,1,0
dwellers,0,0,0,0,0,0,1,0
ddispatchevente,0,0,2,0,0,0,0,0
stretches,0,0,0,0,1,0,0,0
greenassociated,0,0,1,0,0,0,0,0
sistersinlaw,0,0,0,0,0,1,0,0
innovations,1,0,0,0,0,0,0,0
tuning,1,0,0,0,0,0,0,0
ucla,0,0,0,0,0,0,0,1
subscription,0,0,1,0,0,0,0,0
parenting,0,0,0,0,0,1,0,0
cardiovascular,0,0,0,0,0,0,0,3
borders,1,0,0,0,0,1,0,0
framebyframe,0,0,0,0,0,1,0,0
thethe,0,0,1,0,0,0,0,0
educated,0,0,0,0,0,2,0,0
wake,0,0,1,0,1,0,0,0
overdose,0,0,0,0,0,0,0,1
klaus,0,0,0,0,0,0,1,0
stacked,0,0,1,0,0,0,0,0
coco,0,0,0,0,0,2,0,0
investigating,1,0,0,0,0,1,0,0
slapping,1,0,0,0,0,0,0,0
theo,0,0,1,0,0,0,0,0
acquiredis,0,0,1,0,0,0,0,0
conferences,0,0,1,0,0,0,0,0
forgots,0,0,0,0,0,0,0,1
endowed,0,0,0,0,1,0,0,0
hampers,0,0,0,0,0,0,0,1
marcel,0,0,1,0,0,0,0,0
releases,0,0,1,0,0,0,0,0
womeninmusic,0,0,0,0,1,0,0,0
protein,0,0,0,0,0,0,0,2
macadamia,0,0,0,0,0,1,0,0
mckirdy,0,0,0,0,0,2,0,0
movements,0,0,0,0,0,0,1,0
pat,0,0,1,0,0,0,0,0
harsh,0,0,0,0,0,0,0,1
edwin,0,0,1,0,0,0,0,0
nicety,0,0,0,0,0,1,0,0
pac,0,0,1,0,0,0,0,0
reprint,0,0,1,0,0,0,0,0
tout,0,0,1,0,0,0,0,0
pam,0,0,0,0,0,0,0,1
pan,0,0,1,0,0,0,0,0
jeffrey,1,0,0,0,0,0,0,1
assist,0,0,2,0,0,0,0,0
overprescription,0,0,0,0,0,0,0,1
macro,1,0,0,0,0,0,0,0
roughly,0,0,2,0,0,0,0,1
amazed,0,0,0,0,0,0,1,0
toxics,0,0,0,0,0,0,0,1
adjustments,0,0,0,0,0,0,1,0
forecasting,0,0,0,0,0,0,0,1
unofficial,0,0,0,0,0,0,1,0
aspect,0,0,0,0,0,0,2,2
warriorsand,0,0,1,0,0,0,0,0
bhutto,0,0,0,0,0,2,0,0
application,0,0,0,0,1,0,0,0
boras,0,0,2,0,0,0,0,0
heavier,0,0,0,0,0,2,0,0
pill,0,0,1,0,0,0,0,1
careers,1,0,1,0,0,0,1,0
troves,0,0,0,0,0,0,1,0
grit,0,0,0,0,0,1,0,0
retrospect,0,0,1,0,0,0,0,0
gwinnett,0,0,0,0,0,0,0,1
secrecy,0,0,0,0,0,1,0,0
whte,0,0,0,0,4,0,0,0
blankets,0,0,0,0,0,0,0,1
adams,0,0,2,0,0,0,1,0
christine,0,0,0,0,0,0,0,1
infiltrating,0,0,0,0,0,1,0,0
everydayeryery,0,0,0,0,1,0,0,0
villainizing,0,0,0,0,0,0,0,1
homosexuality,0,0,0,0,0,1,0,0
notified,0,0,1,0,0,0,0,0
retailers,0,0,0,0,0,1,0,0
tradechicago,0,0,1,0,0,0,0,0
passionate,0,0,1,0,0,2,0,0
obsessions,0,0,0,0,5,0,0,0
muddled,0,0,1,0,0,0,0,0
erase,0,0,1,0,0,0,0,0
images,0,0,16,0,0,6,6,1
joan,0,0,0,0,1,0,0,0
booming,1,0,1,0,0,1,0,0
outr,0,0,0,0,0,0,1,0
stages,0,0,0,0,0,0,0,2
disciplinary,0,0,0,0,0,1,0,0
pioneer,0,0,0,0,0,1,0,1
critical,0,0,1,0,0,2,2,1
expressing,0,0,0,0,0,0,1,0
affiliate,0,0,0,0,0,4,0,1
intravenous,0,0,0,0,0,0,0,1
victory,0,0,4,0,0,0,0,0
specializing,1,0,0,0,0,0,0,0
manufactured,1,0,1,0,0,2,0,0
notable,0,0,2,0,0,2,1,0
despicable,1,0,0,0,0,0,0,0
resign,0,0,0,0,0,1,0,0
roaming,1,0,0,0,0,0,0,0
refers,0,0,0,0,0,0,1,1
manufactures,0,0,0,0,0,1,0,0
manufacturer,0,0,0,0,0,0,2,0
conducting,1,0,0,0,0,3,0,0
sustain,0,0,1,0,0,1,0,0
thrive,0,0,1,0,0,0,0,0
practical,0,0,0,0,0,1,1,0
mixed,0,0,0,0,0,1,0,0
dethrone,0,0,1,0,0,0,0,0
rampagingego,0,0,0,0,1,0,0,0
organizers,0,0,0,0,0,0,1,0
skilled,0,0,0,0,0,0,0,1
lifted,0,0,0,0,0,1,0,0
references,0,0,0,0,0,0,0,1
inbox,0,0,0,0,5,0,0,0
strip,0,0,1,0,0,0,1,1
shortening,0,0,0,0,0,0,1,1
maru,0,0,0,0,0,0,0,1
barristers,0,0,0,0,0,2,0,0
wittman,0,0,1,0,0,0,0,0
handcuffed,0,0,1,0,0,0,0,0
decisive,0,0,1,0,0,0,0,0
pleased,0,0,1,0,0,0,0,0
strikes,0,0,0,0,0,2,0,0
gore,0,0,1,0,0,0,0,0
hurricanes,0,0,0,0,0,0,0,1
pebrel,0,0,0,0,0,1,0,0
romantic,0,0,0,0,0,0,2,0
emissions,0,0,0,0,0,0,0,1
familyowned,0,0,0,0,0,1,0,0
syrias,0,0,0,0,0,1,0,0
celestial,0,0,0,0,0,0,1,0
leaked,2,0,0,0,0,0,0,0
videos,0,0,16,0,0,3,0,1
geriatric,0,0,0,0,0,0,0,1
wellbeing,0,0,0,0,0,0,0,2
pentests,0,0,0,0,0,0,1,0
cables,0,0,0,0,0,1,0,0
tedious,0,0,0,0,0,2,0,0
selfish,0,0,1,0,0,0,0,0
genres,0,0,0,0,1,0,0,0
assessing,1,0,1,0,0,0,0,0
drivers,2,0,1,0,0,0,0,1
tripods,0,0,0,0,0,0,1,0
antitobacco,0,0,0,0,0,0,0,1
coughing,0,0,0,0,0,0,0,1
outfield,0,0,3,0,0,0,0,0
ethereally,0,0,0,0,1,0,0,0
memos,2,0,0,0,0,1,0,0
prudent,0,0,1,0,0,0,0,0
awkwardly,0,0,1,0,0,0,0,0
havana,0,0,0,0,0,0,0,1
mothertobe,0,0,0,0,0,0,0,1
hyunah,0,0,0,0,0,1,0,0
represent,0,0,1,0,0,0,1,0
helplines,0,0,0,0,0,1,0,0
forbidden,0,0,0,0,0,0,1,0
hashtag,1,0,0,0,0,0,0,0
trainers,0,0,0,0,1,0,0,0
cooperative,0,0,0,0,0,0,0,1
abject,0,0,0,0,0,0,0,1
shattered,0,0,1,0,0,0,0,0
sidelining,0,0,1,0,0,0,0,0
okinawan,0,0,0,0,0,0,0,1
swallow,0,0,1,0,0,0,0,0
threepoint,0,0,2,0,0,0,0,0
premium,0,0,3,0,0,0,0,0
billie,0,0,0,0,1,0,0,0
cecchini,0,0,1,0,0,0,0,0
washer,0,0,1,0,0,0,0,0
dorlandoajc,0,0,1,0,0,0,0,0
dampen,0,0,0,0,0,0,0,1
drugged,0,0,0,0,1,0,0,0
intricately,0,0,0,0,0,0,1,0
donovan,0,0,1,0,0,0,0,0
torii,0,0,1,0,0,0,0,0
infatuation,0,0,0,0,0,2,0,0
khurrassani,0,0,0,0,0,2,0,0
lucrative,0,0,2,0,0,3,0,0
prominence,0,0,1,0,0,0,0,0
clinch,0,0,1,0,0,0,0,0
grabs,1,0,0,0,0,0,0,0
zero,0,0,0,0,4,0,0,0
lawyer,2,0,0,0,0,0,0,0
trailed,0,0,1,0,0,0,0,0
appreciating,0,0,0,0,0,2,0,0
creatures,0,0,0,0,0,0,1,1
thefourth,0,0,1,0,0,0,0,0
dial,0,0,0,0,0,0,1,0
opted,1,0,1,0,0,0,0,0
publix,0,0,1,0,0,0,0,0
caffeine,0,0,0,0,0,0,0,1
sooooooo,0,0,0,0,1,0,0,0
judicious,0,0,1,0,0,0,0,0
shuffling,0,0,0,0,0,0,0,1
tribute,0,0,1,0,0,0,0,0
ranged,0,0,0,0,0,0,1,0
promising,0,0,0,0,0,0,0,1
rangel,0,0,1,0,0,0,0,0
beacon,0,0,0,0,0,1,0,0
uncarrier,1,0,0,0,0,0,0,0
campaigns,0,0,1,0,0,0,0,1
prosecutors,2,0,0,0,0,1,0,0
tweets,0,0,0,0,0,1,0,0
stretching,0,0,1,0,0,0,1,0
jackie,0,0,1,0,0,0,0,0
medicc,0,0,0,0,0,0,0,1
stella,0,0,1,0,0,0,0,0
uncharted,0,0,0,0,1,0,0,0
narrow,1,0,0,0,0,0,0,0
offlimits,1,0,0,0,0,0,0,0
quotient,0,0,0,0,0,0,1,0
tearnot,0,0,1,0,0,0,0,0
extrapolations,0,0,0,0,0,0,1,0
midlevelprospects,0,0,1,0,0,0,0,0
amanpour,0,0,0,0,0,2,0,0
extinction,0,0,0,0,0,1,0,0
copestake,0,0,0,0,0,0,0,1
donaldson,0,0,1,0,0,0,0,0
loadedyoung,0,0,1,0,0,0,0,0
damaged,0,0,1,0,0,0,0,1
acrossthebay,0,0,0,0,1,0,0,0
raft,0,0,0,0,0,0,1,1
ethically,0,0,0,0,0,0,1,0
mvp,0,0,1,0,0,0,0,0
rosa,0,0,1,0,0,0,0,0
staggering,0,0,0,0,0,0,0,2
strain,0,0,0,0,0,0,0,1
des,0,0,0,0,0,0,1,0
richardbelding,0,0,0,0,1,0,0,0
dew,0,0,0,0,0,1,0,0
guards,0,0,0,0,0,2,0,0
dec,0,0,2,0,1,0,0,0
fillin,0,0,1,0,0,0,0,0
purchases,0,0,0,0,0,0,1,0
shark,0,0,1,0,0,0,0,0
inexpensive,0,0,0,0,0,1,0,0
bravely,0,0,0,0,0,1,0,0
pro,1,0,2,0,0,0,0,1
collision,0,0,1,0,0,0,0,0
breathing,0,0,2,0,0,0,0,2
tolerant,0,0,0,0,0,1,0,0
robinson,1,0,1,0,0,0,0,0
abjured,0,0,0,0,0,0,1,0
thirdstringer,0,0,1,0,0,0,0,0
englandweek,0,0,1,0,0,0,0,0
stir,0,0,0,0,0,0,1,1
ensemble,0,0,0,0,0,0,2,0
schoolmaster,0,0,0,0,0,0,1,0
flashbang,0,0,0,0,0,2,0,0
steadiest,0,0,1,0,0,0,0,0
charms,0,0,0,0,1,0,0,0
petite,0,0,0,0,0,0,2,0
revolutionizing,0,0,0,0,0,0,0,1
bleak,0,0,0,0,0,0,1,0
alps,0,0,0,0,0,0,1,0
doused,0,0,1,0,0,0,0,0
sect,0,0,0,0,0,1,0,0
methadone,0,0,0,0,0,0,0,1
blackhearts,0,0,0,0,1,0,0,0
rang,0,0,0,0,0,0,0,1
existence,0,0,0,0,0,0,1,0
attacking,0,0,1,0,0,0,0,0
spoof,0,0,0,0,0,0,1,0
controllable,0,0,1,0,0,0,0,0
pens,0,0,0,0,0,0,1,0
shortstop,0,0,4,0,0,0,0,0
peng,0,0,0,0,0,0,1,0
quarterfinals,0,0,1,0,0,0,0,0
reuters,1,0,0,0,0,1,0,0
nhl,0,0,0,0,0,0,0,1
upping,0,0,0,0,0,0,0,1
socially,0,0,0,0,0,0,0,1
noticing,0,0,0,0,0,0,0,1
laswer,0,0,0,0,0,1,0,0
oxford,0,0,0,0,0,0,1,1
attending,0,0,0,0,0,2,0,0
problematic,0,0,0,0,0,0,0,1
struggling,0,0,2,0,0,1,0,1
mystery,0,0,0,0,0,0,2,0
evade,1,0,0,0,0,0,0,0
malone,0,0,1,0,0,0,0,0
habits,0,0,1,0,0,0,0,2
exiled,0,0,0,0,0,2,0,0
gender,1,0,0,0,0,0,0,0
repeating,0,0,1,0,0,0,0,0
ports,0,0,0,0,0,0,0,1
sterling,0,0,1,0,0,0,0,0
harm,0,0,0,0,0,1,1,0
andthat,0,0,1,0,0,0,0,0
monks,0,0,0,0,0,0,1,0
twominute,0,0,0,0,1,0,0,0
regularseason,0,0,2,0,0,0,0,0
hart,0,0,1,0,0,0,0,0
initiatives,0,0,0,0,0,0,0,1
lovers,0,0,0,0,0,0,1,0
outpacing,0,0,1,0,0,0,0,0
fortitude,0,0,1,0,0,0,0,0
unidentifiable,0,0,0,0,0,0,1,0
facemask,0,0,1,0,0,0,0,0
extraordinary,0,0,0,0,0,2,0,0
cohead,1,0,0,0,0,0,0,0
multidiversified,0,0,1,0,0,0,0,0
centenarians,0,0,0,0,0,0,0,1
lotions,0,0,0,0,0,0,0,1
harris,0,0,1,0,0,0,0,0
mornings,0,0,0,0,0,0,1,0
wideouts,0,0,1,0,0,0,0,0
raptors,0,0,1,0,0,0,0,0
afoul,1,0,0,0,0,0,0,0
reinforced,0,0,1,0,0,0,0,0
concluded,0,0,1,0,0,1,0,1
crunches,0,0,0,0,0,0,0,1
dont,0,0,1,0,0,0,0,1
bitcoin,3,0,0,0,0,0,0,0
utilized,0,0,1,0,0,0,0,0
embraced,0,0,0,0,0,2,1,0
dong,0,0,0,0,0,0,1,0
cups,0,0,0,0,1,0,0,0
indulgent,0,0,0,0,0,0,1,0
hollows,0,0,0,0,0,1,0,0
obligatory,0,0,0,0,0,0,1,0
regulation,1,0,1,0,0,0,0,0
andmichael,0,0,1,0,0,0,0,0
fumble,0,0,1,0,0,0,0,0
sues,1,0,0,0,0,0,0,0
gigabytes,1,0,0,0,0,0,0,0
baligh,0,0,0,0,0,2,0,0
procession,0,0,0,0,0,2,0,0
sizable,0,0,2,0,0,0,0,0
dentist,0,0,0,0,0,0,0,1
gruesome,0,0,0,0,0,2,0,0
inflate,0,0,1,0,0,0,0,0
stirs,0,0,0,0,0,0,0,1
ballhad,0,0,1,0,0,0,0,0
incision,0,0,0,0,0,1,0,0
westrival,0,0,1,0,0,0,0,0
interactive,0,0,0,0,0,0,0,1
concludes,0,0,0,0,0,0,0,1
murder,0,0,0,0,0,1,0,0
couch,1,0,0,0,1,0,0,1
onset,0,0,0,0,0,0,0,1
lifts,0,0,0,0,1,0,1,0
milonov,0,0,0,0,0,1,0,0
quilliam,0,0,0,0,0,1,0,0
zucchini,0,0,0,0,0,0,0,1
serena,0,0,0,0,0,0,1,0
programmers,0,0,0,0,1,0,0,0
chart,0,0,1,0,0,0,1,0
branching,0,0,0,0,0,0,1,0
km,0,0,0,0,0,0,1,0
whilechad,0,0,1,0,0,0,0,0
earlymorning,0,0,1,0,0,1,0,0
thomas,0,0,0,0,0,1,0,0
bluntly,0,0,1,0,0,0,0,0
huddled,0,0,0,0,0,1,0,0
fivepound,1,0,0,0,0,0,0,0
hugging,0,0,0,0,0,0,0,1
relation,0,0,0,0,0,0,1,0
prefecture,0,0,0,0,0,0,0,1
unhappy,1,0,0,0,0,0,0,0
furrowless,0,0,0,0,0,0,1,0
wwwkidskickingcancerorg,0,0,0,0,0,0,0,1
batted,0,0,1,0,0,0,0,0
notation,0,0,0,0,0,0,1,0
permission,0,0,0,0,0,0,1,0
luke,0,0,1,0,0,0,0,0
highend,0,0,1,0,0,0,1,0
silk,0,0,0,0,0,0,1,0
rebranded,0,0,1,0,0,0,0,0
doublea,0,0,1,0,0,0,0,0
endeavor,0,0,1,0,0,0,0,0
hinder,0,0,1,0,0,0,0,0
cephos,0,0,0,0,0,0,0,1
gated,0,0,0,0,1,0,0,0
devils,0,0,1,0,0,0,0,0
opposing,0,0,2,0,0,1,0,0
tended,0,0,0,0,0,0,1,0
overburdened,0,0,0,0,0,0,0,1
individual,1,0,1,0,1,0,2,2
surrendered,0,0,1,0,0,0,0,0
ebay,0,0,0,0,0,1,0,0
feared,0,0,0,0,0,0,0,1
repairs,1,0,0,0,0,0,0,0
demarcus,0,0,1,0,0,0,0,0
powerhouse,0,0,0,0,0,0,1,0
iiistart,0,0,1,0,0,0,0,0
dividends,0,0,1,0,0,0,0,0
complement,0,0,1,0,0,0,0,0
yangho,0,0,0,0,0,1,0,0
brpoll,0,0,2,0,0,0,0,0
shaman,0,0,0,0,0,0,0,1
asthma,0,0,0,0,0,0,0,1
indiscriminately,0,0,0,0,0,2,0,0
reverse,0,0,0,0,1,0,1,1
alexandria,0,0,0,0,0,0,0,1
solely,0,0,1,0,0,0,0,0
setswe,1,0,0,0,0,0,0,0
subpar,0,0,2,0,0,0,0,0
nextel,0,0,1,0,0,0,0,0
recycling,0,0,0,0,0,0,1,0
throughout,0,0,4,0,0,2,3,1
longsuffering,0,0,1,0,0,0,0,0
trilogy,0,0,0,0,1,0,0,0
creativity,1,0,0,0,0,0,0,0
doodled,0,0,0,0,0,0,1,0
rivals,3,0,1,0,0,0,0,0
dropping,0,0,0,0,0,2,0,0
doodles,0,0,0,0,0,0,1,0
peas,0,0,0,0,0,0,0,1
customerfriendly,1,0,0,0,0,0,0,0
aleksander,0,0,0,0,0,1,0,0
mosleyon,0,0,1,0,0,0,0,0
chatter,0,0,1,0,1,0,0,0
shone,0,0,0,0,0,1,0,0
pierce,0,0,1,0,0,0,0,0
rkplayerposmatchupconsensusbestworstjoseph,0,0,1,0,0,0,0,0
grains,0,0,0,0,0,0,0,2
solid,0,0,1,0,0,0,0,0
replaced,1,0,1,0,0,0,0,1
adjusts,0,0,1,0,0,0,0,0
astound,0,0,0,0,0,0,1,0
assault,0,0,0,0,0,1,0,0
stoves,0,0,0,0,0,0,1,0
limit,0,0,2,0,0,0,0,0
welldesigned,0,0,0,0,0,0,1,0
puig,0,0,1,0,0,0,0,0
complaints,0,0,0,0,0,0,0,1
proved,0,0,4,0,0,0,0,0
leopard,0,0,0,0,0,0,1,0
carryall,1,0,0,0,0,0,0,0
husbands,0,0,0,0,0,1,0,0
singles,0,0,0,0,0,1,0,0
wheelchairs,0,0,0,0,0,0,0,2
infused,0,0,0,0,0,0,1,0
supercomplication,0,0,0,0,0,0,1,0
consulted,0,0,0,0,0,0,0,2
beanie,0,0,1,0,0,0,0,0
sidereal,0,0,0,0,0,0,1,0
dystopian,0,0,0,0,1,0,0,0
gordonall,0,0,1,0,0,0,0,0
prophet,0,0,0,0,0,3,0,0
dcreateelements,0,0,2,0,0,0,0,0
autzen,0,0,1,0,0,0,0,0
gators,0,0,1,0,0,0,0,0
organization,1,0,3,0,1,8,0,2
vazquez,0,0,1,0,0,0,0,0
singlehandedly,0,0,0,0,0,0,0,1
reds,0,0,1,0,0,0,0,0
ttp,0,0,0,0,0,2,0,0
asiapacific,0,0,0,0,0,0,1,0
okinawans,0,0,0,0,0,0,0,1
shape,0,0,0,0,0,0,1,1
predominantly,0,0,1,0,0,0,0,0
letting,1,0,0,0,0,0,1,2
punted,0,0,1,0,0,0,0,0
excites,0,0,0,0,0,0,1,0
snag,0,0,1,0,0,0,0,0
overtook,0,0,0,0,0,0,0,1
stuffs,0,0,0,0,0,2,0,0
bin,0,0,0,0,0,0,1,1
cellphone,0,0,1,0,0,0,0,0
adversaries,0,0,1,0,0,0,0,0
sacking,0,0,1,0,0,0,0,0
terrorize,0,0,1,0,0,0,0,0
sngles,0,0,0,0,4,0,0,0
cognitive,0,0,0,0,0,0,0,2
whos,0,0,0,0,0,0,0,1
composites,0,0,0,0,0,0,1,0
rheumatoid,0,0,0,0,0,0,0,1
collectors,0,0,0,0,0,0,1,0
extremism,0,0,0,0,0,2,0,0
martial,0,0,0,0,0,0,0,1
strongest,0,0,0,0,0,0,0,1
culprit,0,0,0,0,0,0,0,1
integration,0,0,1,0,0,0,0,0
navarre,0,0,1,0,0,0,0,0
midsentence,0,0,0,0,0,0,0,1
taxing,0,0,0,0,0,0,0,1
remembered,0,0,0,0,0,2,0,0
clay,0,0,1,0,0,0,0,0
restrictive,0,0,0,0,0,1,0,0
racetracks,0,0,1,0,0,0,0,0
beane,0,0,1,0,0,0,0,0
testimony,1,0,0,0,0,0,0,0
detrimental,0,0,0,0,0,2,0,0
consequently,0,0,0,0,1,0,0,1
pollution,0,0,0,0,0,0,1,1
techie,1,0,0,0,0,0,0,0
nsa,1,0,0,0,0,0,0,0
aliens,1,0,0,0,0,0,0,0
scripts,1,0,0,0,0,0,0,0
framed,0,0,0,0,0,0,1,1
frames,0,0,1,0,0,1,1,0
nsw,0,0,0,0,0,2,0,0
signifies,0,0,0,0,0,0,0,1
infected,0,0,0,0,0,0,0,2
uss,0,0,0,0,0,1,0,0
opponent,0,0,2,0,0,0,0,0
bessie,0,0,0,0,0,0,0,1
strengthtraining,0,0,0,0,0,0,0,1
gaffney,0,0,1,0,0,0,0,0
byrne,0,0,0,0,0,1,0,0
hoped,0,0,0,0,0,1,0,0
underlined,0,0,0,0,0,1,0,0
getty,0,0,16,0,0,0,0,0
cram,0,0,0,0,0,0,0,1
conleya,0,0,1,0,0,0,0,0
jonathan,1,0,1,0,0,0,0,0
mavericks,0,0,1,0,0,0,0,0
fiba,0,0,1,0,0,0,0,0
precipitated,0,0,1,0,0,0,0,0
possession,0,0,1,0,0,0,0,0
units,0,0,0,0,0,1,0,1
optimizing,0,0,0,0,0,0,0,1
leon,0,0,0,0,0,0,0,1
engineering,1,0,0,0,0,0,2,0
pasture,0,0,0,0,0,1,0,0
bremont,0,0,0,0,0,0,1,0
denying,0,0,2,0,0,0,0,0
freeway,0,0,1,0,0,0,0,0
humanities,0,0,0,0,1,0,0,0
crypt,0,0,0,0,0,0,1,0
functionality,0,0,0,0,0,0,1,0
spasm,0,0,0,0,0,0,0,1
opiates,0,0,0,0,0,0,0,1
kanzlerbungalow,0,0,0,0,0,0,1,0
gross,0,0,0,0,0,0,0,1
favourite,0,0,0,0,1,0,0,0
lens,1,0,0,0,1,1,1,0
intensified,0,0,0,0,0,1,0,0
rallied,0,0,0,0,0,0,0,1
scouting,0,0,0,0,0,0,1,0
notion,0,0,1,0,0,0,1,1
xbh,0,0,1,0,0,0,0,0
aguilera,0,0,0,0,1,0,0,0
footing,0,0,0,0,0,1,0,0
jason,0,0,5,0,0,2,0,0
koolhaas,0,0,0,0,0,0,1,0
medisave,0,0,0,0,0,0,0,1
groceries,0,0,0,0,0,0,0,1
query,0,0,0,0,0,0,0,1
wistfully,0,0,0,0,0,0,0,1
graves,0,0,0,0,0,0,1,0
contacted,0,0,0,0,0,2,0,1
undeterred,0,0,1,0,0,2,0,0
presently,0,0,1,0,0,0,0,0
fedexforum,0,0,1,0,0,0,0,0
surgeon,0,0,0,0,0,1,0,0
clement,0,0,0,0,0,0,0,1
uncovering,0,0,0,0,0,0,1,0
knight,0,0,0,0,1,0,0,0
joel,0,0,0,0,1,0,0,0
shock,0,0,3,0,0,1,0,0
populist,1,0,0,0,0,0,0,0
sadhu,0,0,0,0,0,0,0,1
joey,0,0,2,0,0,0,0,0
crop,0,0,0,0,0,0,2,0
uncomfortable,0,0,0,0,2,0,0,1
copenhagen,0,0,0,0,0,0,0,1
carlo,0,0,0,0,0,0,0,1
rivera,0,0,1,0,0,0,0,0
arquitectura,0,0,0,0,0,0,1,0
speckle,0,0,0,0,1,0,0,0
springsteen,0,0,1,0,0,0,0,0
raincoat,0,0,0,0,0,0,0,1
payday,0,0,1,0,0,0,0,0
exercise,0,0,1,0,0,0,2,2
misdeeds,0,0,0,0,1,0,0,0
jennings,0,0,1,0,0,0,0,0
spacing,0,0,0,0,0,0,1,0
sink,0,0,0,0,1,0,0,0
bodo,0,0,0,0,0,0,1,0
oxidative,0,0,0,0,0,0,0,1
luis,0,0,1,0,0,0,0,0
capsules,0,0,0,0,0,0,0,1
stalks,0,0,0,0,0,0,1,0
biographies,1,0,0,0,0,0,0,0
averages,0,0,1,0,0,0,0,0
lag,1,0,0,0,0,0,0,0
leadership,0,0,0,0,0,1,0,0
implement,0,0,0,0,0,0,1,0
addon,1,0,0,0,0,0,0,0
presidents,0,0,0,0,0,1,0,0
gordon,0,0,3,0,0,1,0,0
privately,0,0,0,0,1,0,0,0
thailand,1,0,0,0,0,0,0,0
scandal,0,0,0,0,2,2,0,0
resolutions,0,0,0,0,4,0,0,0
gateway,0,0,0,0,0,0,1,0
ushers,0,0,0,0,0,1,0,0
noteworthy,0,0,0,0,0,0,0,1
providers,0,0,0,0,0,0,0,1
cho,0,0,0,0,0,1,0,0
oils,0,0,0,0,0,0,0,1
harrowing,0,0,0,0,0,0,0,1
deepest,0,0,1,0,0,0,0,0
iframessharetweet,0,0,1,0,0,0,0,0
capitalizing,0,0,0,0,0,0,1,0
sundresses,0,0,0,0,0,0,0,1
ashamed,0,0,0,0,0,0,0,1
billed,0,0,1,0,0,0,0,0
unwinding,0,0,0,0,0,0,1,0
villain,1,0,0,0,0,0,0,0
unreal,0,0,0,0,0,0,0,1
didnt,0,0,1,0,1,0,0,0
cochairwoman,0,0,0,0,1,0,0,0
unpacking,0,0,1,0,0,0,0,0
predecessor,0,0,0,0,0,2,0,0
funthe,1,0,0,0,0,0,0,0
judge,3,0,0,0,0,0,0,0
nascars,0,0,1,0,0,0,0,0
sendingoff,0,0,1,0,0,0,0,0
militant,0,0,0,0,0,1,0,0
effectively,0,0,1,0,0,1,0,0
netherlands,1,0,0,0,0,0,0,0
dinners,0,0,1,0,0,0,0,0
varies,0,0,0,0,0,0,0,1
herethe,0,0,1,0,0,0,0,0
summers,0,0,1,0,0,0,0,0
kickstarter,1,0,0,0,1,0,0,0
leukemia,0,0,0,0,0,0,0,1
cardinals,0,0,2,0,0,0,0,0
sponsorshipwise,0,0,1,0,0,0,0,0
sayso,0,0,1,0,0,0,0,0
subsequently,0,0,0,0,0,0,1,0
furnish,0,0,0,0,1,0,0,0
ignite,0,0,1,0,0,0,0,0
justifiable,0,0,1,0,0,0,0,0
uptospeed,1,0,0,0,0,0,0,0
tuberculosis,0,0,0,0,0,1,0,0
horns,0,0,0,0,0,1,0,0
tickling,0,0,0,0,0,0,0,1
labor,0,0,0,0,0,2,1,0
extradition,0,0,0,0,0,1,0,0
theology,0,0,0,0,0,2,0,0
outbid,0,0,0,0,4,0,0,0
junction,0,0,1,0,0,0,0,0
dan,0,0,1,0,0,0,0,0
spell,0,0,1,0,0,0,0,0
undersized,0,0,1,0,0,0,0,0
teamsresigned,0,0,1,0,0,0,0,0
insisting,0,0,0,0,0,0,1,0
strive,0,0,0,0,0,0,0,1
hammel,0,0,1,0,0,0,0,0
february,0,0,0,0,0,0,1,0
samira,0,0,0,0,0,2,0,0
placid,0,0,0,0,0,0,0,1
disregard,0,0,0,0,0,0,1,0
accusers,0,0,0,0,1,0,0,0
mejia,0,0,1,0,0,0,0,0
activate,0,0,1,0,0,0,0,0
programmed,0,0,0,0,1,0,0,0
drumroll,0,0,0,0,1,0,0,0
burdened,0,0,1,0,0,0,0,0
glints,0,0,0,0,0,0,0,1
hedges,0,0,1,0,1,0,0,0
defend,0,0,1,0,0,0,0,0
repress,0,0,0,0,0,1,0,0
yaasmeen,0,0,0,0,0,0,0,1
electronics,1,0,0,0,1,0,0,0
vaughan,0,0,0,0,1,0,0,0
stun,0,0,0,0,0,1,0,0
christensen,0,0,0,0,0,0,0,1
payroll,0,0,1,0,0,0,0,0
clarify,0,0,0,0,0,2,0,0
trends,0,0,0,0,0,0,0,1
receipts,0,0,0,0,0,0,1,0
ronald,0,0,0,0,0,1,0,0
backwards,0,0,0,0,0,0,1,0
bowman,0,0,1,0,0,0,0,0
recipes,0,0,0,0,1,0,0,0
ghraib,0,0,0,0,0,1,0,0
abuse,0,0,0,0,0,3,0,1
barriers,0,0,0,0,0,1,0,1
retain,0,0,1,0,0,0,0,0
grieving,0,0,0,0,0,0,1,0
ejiofor,1,0,0,0,0,0,0,0
chiwetel,1,0,0,0,0,0,0,0
improvements,0,0,0,0,0,0,0,1
alleys,0,0,1,0,0,0,0,0
reached,0,0,2,0,1,2,0,0
interceptions,0,0,1,0,0,0,0,0
chased,0,0,1,0,0,0,0,0
compliant,0,0,0,0,0,1,0,0
scant,0,0,0,0,0,0,0,1
programmable,0,0,0,0,1,0,0,0
pakistani,0,0,0,0,0,2,0,0
georgetown,1,0,0,0,0,0,0,0
uptick,0,0,2,0,0,0,0,0
